text,sentiment
Yes i tried it on my portable digital tv and got 4 chanels,positive
Great remote and delivery.<br /><br />Only issue was that they don't include codes or directions for synching with everything.,positive
Do not buy this to use in gym! I wish I had listened to other reviewers. It seems that you have to be facing a particular direction to pick up the gym frequencies and that does not always seem consistent. I assume the signal in the gym is just not strong enough. It picks up local radio stations fine and I would recommend it for that.,negative
"very nice, I use it in my latest travel and it works very well inside the airplane.",positive
Good clock<br />I like the FM radio I set it as alarm :) it did the job,positive
It is a used remote - I used it for my small kitchen tv - all the buttons work with the exception of the on and off button.  Since it since not a major thing for me to do this manually and I can change channels etc with the remote I will keep it.  Just a little disappointed that the on and off button does not function.,negative
it was pretty good while it worked. i dont use this often. maybe once or twice a week. it stopped connecting to my phone. i tried 3 different bluetooth devices and it wont connect. it is now broken.,negative
"Hurt my ears. It might just be me, but I do not like this new trend of ear buds that &#34;tunnel&#34; into your ear. They may work for you, so they're worth a try. Sound was good. These just felt like they dug way too deep into my ear. Even the smallest size was painful. After an hour of use, my ears were sore. I prefer a round earbud.",positive
Used it for 2 years till the jack became disconnected with the rubber band. The sound quality was good. However the microphonics phenomenon was quite obvious.,positive
"I have run the same mildly scuffed CD through this machine about 10  times now using the yellow &#34;repair&#34; pads and 5 times with the rougher red/pink &#34;buffing&#34; pads on a second equally scuffed CD to compare. . . and there is none. Neither has any sign of repair scuffing (see pic). What a gimmick. It is definitely going back to Amazon.<br /><br />FYI, this appears to be the exact same thing as the Monoprice 105164 Cleaning and Repairing Kit for CD/DVD media that has same accusations that the &#34;red&#34; pads work better than the &#34;yellow&#34; pads.",positive
"The sound is actually quite good, except for a quiet buzz in the background which is only audible during quiet passages.  However, the buzzing becomes quite pronounced whenever I touch any part of the amp, to include the volume knob.  My best guess is that this is caused by 60 Hz getting through the incredibly cheap power supply provided.  I'm thinking of trying a different power supply, but really this item should come with one that is suitable for the amp.",positive
"The speaker had good sound, but it was of poor quality in craftsmanship.  It stopped working within a day, so we returned it.  I will give credit to the company for processing our refund promptly.",negative
"I love these headphones!  I am in my zone when I put these on.  The only problem is since they are not wireless I broke my phone when I was moving my arms too much on the treadmill so I had to purchase some wireless headphone.  Great price, great headphones!",positive
"Not much information regarding the merchandise.  Instruction inside the box is not much help.  Lithium battery was included but did not say how the battery will be recharge and no explanation on what are the led lights for?  They blink steady and one that stay on but no explanation what does it mean.  Very confusing, look at on online regarding the NewEar there is not much information, they only way is to go back to Amazon.",negative
"Not a bad antenna, it's probably a little better than HD rabbit ears, but it's not a whole bunch different.",negative
"I just moved into an apartment three months ago, which included a free DirectTV box to use, but the box doesn't include the local channels for some reason. I was looking for a solution to this, being that Football and Fall TV season is upon us, until a friend of mine recommended this product. So for $7 I figured why not?<br /><br />It has performed as expected. Signal is clear and I get all my local channels again, along with a few other ones.<br /><br />Again, I was only looking to receive my local channels and anything else was a bonus in my eyes. People looking for a robust amount of channels may come away disappointed.<br /><br />Great product!",negative
"Really flimsy parts. I wouldn't count on using there for any really serious applications, specifically anything more than around 50W of power. Also took over a month to arrive. I forgot I even ordered them.",positive
Glitchy works most of the time but not all of the time. Sound does not work the majority of the time you have to turn the box off and on for sound to work.,negative
"I'm a big fan of the Noontec headphone line, they are my absolute favorite headphones, hands down. When I was asked to try the<br />[[ASIN:B00Q8I0ELS Noontec Rio S Earbuds]], I jumped at the opportunity because I know their brand for amazing quality and sound. These are perfect when space is a premium, but are also easy on my budget.<br /><br />The Rio S earbuds are ultra portable and have smart design features. First, a flat cable designed for anti-tangle resistance. They are generally impossible to knot, I have tried. I like to watch films and podcasts on my tablet, these are perfect for that, clear and crisp voices. Music is just as good, good strong bass.<br /><br />Generally, the [[ASIN:B00Q8I0ELS Noontec Rio S Earbuds]] perform very well and meet my expectations for a dependable and quality pair of headphones. I typically do not care for in-ear headphones because they are often so hard to get a good fit, however I feel with the included variety ear adapters, most users will find the perfect fit I found.<br /><br />[Review Sample Provided For Review And Evaluation]",positive
ended up using this in my vehicle with a single audio cable instead of running a set of RCA's.,positive
I am getting heavy interference from this set on my home LAN.,positive
"Started out fine, then stopped working after a few months. Gave these to my daughter in March, and they worked well. She used them often with no problem. Then after a few months, the sound would go in and out. She'd be listening, then no sound, then it would come back. Very annoying. I was hoping to get a year out of them.",negative
"Best compact, multi-use headphones I've used in awhile. Been using them for about 6 months now and I've really enjoyed them. The only downside I've had with them is that they sent me white when I ordered the black but I grew to like them. Although after about 4 hours of use they do tend to fatigue",positive
"I purchased this for my toddler and after only having it for 2 months, it started turning off in the middle of a CD playing. It wouldn't repeat songs when the repeat button was pushed. Then eventually wouldn't even play a CD. Returned it and it was replaced with a new one, where the same thing is happening again. DO NOT BUY!!! So frustrated with it.",negative
"(NOTE : This review is for version 1 of the X1.  FiiO has since released (early 2016) a 2nd generation X1, which appears to be significantly different.  Please keep that in mind as you read this...)<br /><br />&#34;Hey, check out this awesome, shiny microwave!  It's big enough to cook a whole turkey!  It won't actually COOK the whole turkey, but it's big enough to hold it.&#34;<br /><br />That's analogous to Fiio's functionality.  The product description says:<br />&#34;The X1 has a microSD slot that supports SDXC cards, currently up to 128GB, large enough to hold your entire music library.&#34;<br /><br />Yes, it does support the 128GB card, and you can actually play every song--if you can find them... a folder at a time.<br />The problem lies in the fact that the current firmware supports only 5800 songs.  Once it indexes those, the rest of the songs are hidden from any searches you do.  I like to play by &#34;genre&#34;, but that's out for any song not indexed.  For a player that supports a 128GB card, it does a pretty bad job at supporting the media that you can store in 128GB, which pretty much makes the player useless for me, as my collection is over 11,000 tracks.<br /><br />The player itself looks great, sounds great, feels very solid, and has decent battery life--all great steps toward making it a wonderful media player.  But not being able to find the media to actually play it, wrecks the whole thing.<br /><br />You can read about the issue on Fiio's forums, with Fiio commenting that the issue will be fixed in a future version of the firmware.  Though people have been complaining about the issue since at least January (2015), the last comment I could find from Fiio came in June (2015), with a promise of a fix that will &#34;take much time&#34;.  No word since then.<br /><br />Now I am stuck with a dilemma; deal with the hassle of returning the player which does not perform as advertised, or wait in hopes that Fiio follows through with their promise of a firmware upgrade.  If they do, my star rating changes to 5.  Until then, they get 2 stars for a player that doesn't work properly, AND for advertising it in a way that makes it sound like it will.<br /><br />UPDATE : 10/3/2015 - Fiio came out with an updated firmware on 9/18/15.  FW1.5 fixes the 5800 limit as well as adding support for more languages, gapless playback, and more.  Updating my rating to 4 stars.  I'm sure many people will be very happy about the removal of the 5800 limit!<br /><br />UPDATE : 2/26/2016 - While the 1.5 firmware does now allow over 5800 songs to be indexed, it slows down navigation significantly.  Try the following: navigate by album and start playing a song.  If you then decide you want to play a different album, you just click &#34;back&#34; to go up to choose something different.  It can take several seconds before the navigation happens.  If you've navigated multiple levels, (say genre / pop / all songs) and want to go back multiple levels, you're looking at taking up to a minute to go back up and then drill back down somewhere else.  Once you've started playing, everything is fine, but the navigation itself is painfully slow when you've loaded a lot of songs (in my case, 15,295).  If you're just playing a large playlist, everything will be fine, but if you want to hunt around your collection, you're going to spend a lot of time clicking and waiting.<br /><br />Example actions with measured delay.<br />Click category, genre - instantaneous<br />Click &#34;pop&#34; - 31 seconds<br />Choose song &#34;Alive and Kicking&#34; - instantaneous<br />Click back - 35 seconds<br />Choose song &#34;Big in Japan&#34; - instantaneous<br />--<br />Start over, click album - 7 seconds<br />Choose album &#34;Anjunabeats Volume 8&#34; - 3 seconds<br />Pick Song &#34;Alquimia&#34; - instantaneous<br />Click back - 3 seconds<br /><br />UPDATE : 10/2016 - So last month the scroll wheel gave up the ghost.  It had been slowly getting worse, and now it's to the point of being unusable.  I guess it couldn't handle scrolling through hundreds of songs over and over.  It lasted about 1 year, which is pretty sad in my opinion.  The only thing that saves this device is the fact that there are two navigation buttons that handle the same functionality as the scroll wheel.  Whew!  Rating moved down to 3 stars.e point of being unusable.  I guess it couldn't handle scrolling through hundreds of songs over and over.  It lasted about 1 year, which is pretty sad in my opinion.  The only thing that saves this device is the fact that there are two navigation buttons that handle the same functionality as the scroll wheel.  Whew!  Rating moved down to 3 stars.",positive
For something so expensive I feel that I shouldn't have to troubleshoot every time I want to use it.  It worked fine for a while and now every single time I try to play music it can't find the server and requires me to reset things.  Every time.  I love the idea but am not sure I will be getting any more.  For what it's worth I know other people who have not had these problems at all so I'm not entirely sure what the issue is.,positive
"Good little device, plenty of room for music, but cheap look on the outsides of the device makes me worry a bit how long it will last.  It won't download directly from DVD-RW I had to download music to my computer and then upload to device. Still, I am enjoying it, and love taking walks while being plugged in.",positive
"This player is an absolute fraud. the system is horrible to use you cant play playlists. its just a cheap knockoff, I hope apple sues them. I want my money back...",negative
"There is a tiny screen covering the sound hole that tore away when I struggled to install a different size silicone ear plug. I think the screen fell down the hole. Sound seems unaffected, however, so I'll leave it alone. Silicone plugs are sized too snug to install easily. Took me a good 15 minutes to get one on.  I had the knack of it by the time I got to the other one, but by then the damage on the first one was done.",positive
doesnt always give great signal.  Have to adjust on the wall time to time,positive
"Had the Vizio sound bar for about 6 months and the remote gave out.  A great replacement for the original, but beware I've heard that even the replacements can go out eventually.",positive
"I needed to run the HDMI output into an EyeTV-HD for recording on my computer. It connected OK, but only at composite quality, never at HD quality. The old style composite connection gave just as good results. I gave it to my son who has devices which don't have composite.",positive
Received them yesterday afternoon. They worked once out of the box but would not power up this morning even after a full charge. I haven't even owned them for 24 hours and am returning them to amazon right now.,negative
The cord keeps slipping out of the clip. The clip should be large to fit securely around the band.,negative
Smaller than I thought. Sound isn't as good as the larger ones.,positive
i received a defective product¡¡¡¡¡¡  very dessappointed with amazon ¡¡¡,positive
"And another great item by Beluga, I've been using beluga products for a while now and I can't seem to find anything better in the market. These cables work great for all my chargers and game cables.",positive
Great product. Will save money on batteries since so many household items take batteries now. They work great so far. Would recommend if you use a lot of batteries now.,positive
"As they say these low cost items, if they work they are as good as the high priced models",positive
Work great on windows xp and 8.1 opens new possibility for cw beacon,positive
"The Audio Output sporadically dies for no discernable reason. You pause a movie and come back, and BAM - it's not working. It can take anywhere from 30 seconds to 15 minutes to fix. And when it is fixed, you are still left clueless as to why it is now working.<br /><br />If you have this, just keep switching the 2CH & 5.1CH. If you are lucky, it will eventually start working again. For a time.",positive
It is not water proof. Used it in the shower 2 twice and now the battery will not last more than 10 minutes,negative
"only problem is the entire left outputs often just stop working, and this annoys me. (Update: after one year, left channel now always sounds terrible, crackles, and is just really really low quality.",negative
"Drops signal if you're flipping songs.  Best to create a playlist and just let it go.  Sound quality not up to claims.  Was envisioning having several of these to place around the house, but, I think I'm going to relegate it to patio duty only.",positive
"For an inexpensive radio for a senior citizen to listen to in the back yard .. it's fine. My mother in law is not up with technology, so the fewer buttons the better. Sounds a little tinny .. but not bad for the price",negative
i've tested it and it works - it flares out a bit too much for my way of thinking.,negative
"These work great, I love them. They look just like plain earplugs. Just wish they would last longer, I'm on my second set.",positive
"I purchased this product, and found that the product was too tight on my head. After a couple months of use the headphones snapped under very little pressure.",negative
This stopped working within 2 weeks of when it was received. I could not be more disappointed.,negative
HDMI CEC works maybe 20% of the time. Interface is clunky at best. Does its job and thats it.,positive
Arrived very fast! Looks really nice! This was a gift and my boyfriend loves it!,positive
Wow. This lamp didn't even last a month. This is very poor.,negative
"For the price point of these headphones they are fine. The buds come with a choice of sizes to go into the ear canal, the coverings are soft. The gold looks nicer in my ears than boring black but of course this is not my main factor for choice in earphones. I wear these when walking my dogs because bluetooth headphones do not operate efficiently in my neighborhood. I also wear them in bed so comfort is essential.  For travel these are so compact it is easy to use them in the gym. I had them on while the yard was being mowed and with the volume turned up I could hear my audiobook. The connection to my Galaxy phone interlocked securely.",negative
about the same reception as my 35 mile antenna - a little disappointed it was not stronger reception,negative
The speakers were cheaply made and broke within the 1st wk purchase.,positive
Simply excellent banana plugs. Quality construction; quick and easy to install speaker wires into plugs; and no-slip plug connection into av receiver ports. Very nice product!,positive
"These are advertised as 18650, but are too big to fit in my device. After a bit of tinkering, it turns out these are actually made by Samsung and then Foxnovo adds some type of circuits to prevent overheating and stuff. This is not a bad thing by itself, but these items are added on top and below the original cell and wrapped up in a thick film to keep it together. The result of these additions is that they will not fit into my device.<br /><br />I had to cut all that stuff off to use them.<br /><br />These also don't feel like hi drain cells. The drain is actually pretty meh.",negative
"Many people have problems with earphones. Either they don't fit, don't sound clear, break easily, or are just too expensive. Well, here's my review for these earphones. They are designed with rubber heads that are tilted sideways, so they ACTUALLY have the ability to fit and stay in your ear, with multiple sizes for those of you (like me) who think their earholes are physically challenged. Anyway, the RPHJE120R's sound great. Really, for the price, they sound just as good if not better than apple's 30$ earphones. No complaints in that department. In terms of physical quality, I do not know how easy it is to have them break, but most people suffer the plague of one ear not working and the works. It happens, I suggest buying a small case to wrap your headphones in, instead of tossing them around or shoving them in your pocket, that's how they break. It is a huge bang for the buck!",negative
Sony doesnt make a bad headphone. Quality down to the bottom of the product range.,negative
"Bought these batteries as a spare set. In a Kangertech Subox mini and running a 0.4 ohm build, I can not run over 30 watts, and then when running at 30 watts only about half of the battery is used up on the gauge before it can no longer put out the needed amperage to run the coil. Works good for a spare while your normal battery charges, but that seems to be about it.",positive
"Ok product. Positive, good color, size & sound.  Negative, no volume on unit, Big negative. Also heavy to hook on backpack . Need to amend review.  Volume as others stated with forward & reverse buttons.  Not user friendly, timing has to be right or you change song, also hard to adjust volume or you cut off sound completely.  I own a few other Bluetooth players, with separate volume control, much better products out there.",positive
"I purchased these for my six-year-old daughter to use on our trip to Colorado this summer.  She loves these and I love the fact that she can't turn it up too loudly, and that they fold down into a convenient travel size.  Satisfied customer.",positive
I don't think it was meant for a nabi.  My experience is that the plug won't fit into the nabi.  Its loose therefore it wont charge all the way.  You have to play with it to make sure it is in correctly and it will charge.  :(  Very frustrating!,negative
Love this little record player!!! Got it for my mothers birthday and we spent the whole day listening to her old albums and she had the biggest smile on her face! It had been years since she last heard her records. The only reason I'm giving this 4 stars is because the sound doesn't go very loud. Now I understand you get what you pay for but I just expected it to be a bit louder than what it is...simple fix because you can hook it up to speakers but for my mom is just an extra hassle. Other than that this is a great record player!,positive
They work wonderfully for regular hd and uhd at 60hz.  The picture is very good quality. Im very happy with these wires.,positive
"I installed this unit in order to get channels for my TiVo OTA. It failed to get even a single channel to display, so I still cannot use many of the device's features. I had really low expectations for this product and it still fell short.",positive
"Update .    The company contacted me and sent me another one to try at no charge.  So in regards to this company I can say they stand  by their product and will try to fix issues.   I still have discharge  issues now and then with the 2nd one but I would say buy without fear that you would be stuck without a exchange.  So I am changing from 2 stars to 4 based on the customer service.   I have now tried various combinations of batteries and Radioshack and Energizer brands. When using D size batteries I am finding that its either not fully discharging and then its also not fully recharging my D size batteries regardless of the brand I am using.  Sometimes it will charge 1 out of 4 fully and the other will sit and never charge up.  Then I remove the uncharged ones and replace them in the charger and maybe one might recharge , and the others won't. I am guessing this is defective.",positive
"I know, it is hard to get excited over a humble cable, but I think it is always worth getting decent cables; I’ve spent a fortune on cabled for the TV and surround-sound system and I’m convinced it is worth every penny. This appears to be a very well manufactured cable; the gold plated jacks are a snug and positive fit and the junction with the cable is robust with no play while the cable itself seems uncommonly resistant to the usual Gordian knot syndrome.<br /><br />There is not much more to say -this is a robust and high quality cable and well worth the modest price tag. Thanks to Allreli for providing a free sample in return for an honest review.",positive
I am quite happy and satisfied with this purchase. Unfortunately I had to return the second one as I no longer required it.. Amazon is GREAT!!,positive
GREAT TOOLS I DO DIRECTV & DISHNETWORK INSTALLATION & THIS TOOLS ARE VERY STRONG IS WATH WE USED IN THE FIELD. I CAN RECOMMEND IT.,positive
"They work, or worked great, for a year or so and then they broke or just stopped working.",positive
"Sound isn't the best, battery has lasted through about 5 or 6 showers no problem. Great product for price.",positive
"Well, the price says it all. The cord has to be in the right position otherwise the volume is low.",negative
"Love this, really cleans my rings. My daughters and I had a little jewelry cleaning party in my house when this came in. Cleans just like the jewlers.",positive
"These are great CD-Rs. My only complaint is that there is very little room for a label on the disc. I know, I know the picture shows what they look like, but for some reason the pictures look there's more room to write on there than there actually is. 5 stars for product quality, 4 for not leaving me any room to write what it is!",positive
Installation was confusing and not easy to do more like putting together a jigsaw puzzle and I had to dismantle the main joint on the arm to get it to install on the wall,negative
Sound great for the price - feel comfortable in the ear.,positive
Great headphones but were not the ones in the picture,positive
"I should have read the reviews before I purchased this. I wanted a 16x2 display that I didn't have to mess around with soldering it myself. It was pre-soldered, and that's about the only positive thing about it. It's not what it looks like it should be. It has an RBG LED on it, but that's not the back light, it's just shining super bright in your face when you try to look at it. It does have a back light for the LCD display, but it's only blue. It does work with the Adafruit library if you plug it directly into the Raspberry Pi. I wanted to connect it with some other devices and it wasn't detected when I plugged it in though a breadboard with jumper wires and a bmp180 sensor also on the I2C bus.<br /><br />Don't buy this. There are other better options.",negative
"This is not a quality connector.  No pin-out diagram was provided and the contacts on the back of the connector are very small and have no hole in them.  Also, there is no connection for the outer shell except the shell itself.  I have not yet attempted to use it.",positive
"I use ties often as an aid with my arthritis - primarily as zipper pulls. I also use them to attach keys to rings,  reinforce the corners of the wire-grid shelving that is built from squares and is very lightweight, to secure appliance rollers beneath the wire shelving. An inexpensive assortment of sizes is difficult to find and this is a nice selection to keep around the home.",negative
"The material quality is very good, however the over-engineered plugs cause a poor connection as it wobbles in the jack. This cable may work just fine depending on the design of the center pin connection in the jack. The loose connection created distortion and vibrations on the floor would wake the sub-woofer up from standby mode. The split center plug can damage the jack connections. If I were to re-design the plug, I would eliminate the split center and make the outer coaxial connection a cylinder shape. The current design only grips from the tips and that causes the plug to wobble.",positive
"Knocks out our T.V. and internet as soon as we turn them on! We followed the directions and hooked them to the T.V., and immediately lost all cable signal. So my husband moved the connection to the stereo receiver,  but it still didn't work.  The headphones themselves did what they're supposed to do...let him listen to T.V. without the volume up, but after just a few minutes, they interfere with our wireless router and everything in the house fails...t.v., internet, ALL of it!!  Do NOT recommend buying these at all!!",positive
"Don't buy these unless you know what you are doing!  There was no disclaimer for those of us in an area where you no longer have analog TV.  I waited too long before I crawled behind the TV console to plug in and try, so I was unable to return this very expensive item.  Most of your customers have never bought one before, so give us the scoop on where these will work and where they will not.  I would have bought the right one had I known, but now cannot afford to!",positive
It was a piece of junk didnt even work it was a waste of time and money spent,negative
"3, cos they can EASILY crack! I did a test-drop, and from about 2-3 feet, the disc cracked! These are good replacement discs, BUT... be VERY careful!",positive
"Well made, does the job, can be top or bottom of tv.",negative
"Great stuff, easy to work with! One of the rolls was a slightly different color",positive
This system made it possible to hear our big screen TV that has a rear facing speaker.,negative
If you are looking for good sounding radio and projection on ceiling of time this is the best. Don't purchase it for the temperature of the outside. The inside temp is fine the outside unit keeps the temp on the screen for an hour or so and then it doesn't show anything but 2 lines for days. This is the second radio I had from Homedics and both were great sounds. Just disappointed about the temperature unit not working.,positive
Opened box and item is made with inferior materials. Power cord would not align to charge. Overall an awful product.,negative
"I have owned this headphones for almost a year right now. In short this is an almost very good bluetooth headphones. FYI, I am not a very audio sensitive person, all I can say in that regard it blows away my expectations for a bluetooth headphones in terms of sound.<br />Another thing to note is that it has a very good range. I can go wherever I want at home and it would still not drop the connection. I have just tested that it is good for at least 40ft (corner to corner at my home) and this is from a headphone that was used almost daily, recharged at least once a week for a full year. Still kicking.<br />It is very comfortable as well. To give you a reference, I have owned a Sennheiser HD 202 II at one point, couldn't wear it, it hurt so much. I have owned a Panasonic RP-HTF600-S which was too loose and I own Panasonic RP-HTX7 which fits perfectly. All of them are much cheaper corded headphones but I just wanted to list them so that you get a base line, everyone has a different head and ear structure so the comfort level would vary based on that.<br /><br />Now the bad: the build quality (this gets 1 star knocked off) please refer to the pictures for the damage. The side headbands are protected with plastic and inside there is the metal band. Metal will bend but the plastics will not as much as the metal. I have never abused it, just put it on my head and at about roughly 6 months, the plastic parts at both sides has shown cracks and then one side has finally separated roughly 3 months after. I guess when one side has separated, it reduced the tension on the other side but I think the plastic on that side will separate at some point in time too.<br /><br />Now the ugly (gets 2 starts knocked off): Although this is still in warranty, Sony will not repair or replace it as it is a physical damage. I told them it is due to their bad design where they used long curved plastic which will not bend like the metal inside but they won't listen. So beware, although the headphones is still kicking after almost one year, you would not get any support if the item shows such a physical damage like the ones mine has.<br /><br />UPDATED (8/18/2015)<br />The plastic piece on the other side has finally separated as well. At least now the damage is symmetric, I can finally rest easy :/",negative
"There is a flip door where you plug in your device. This door actually works against you so when you try to plug in, it gets wedged. The harder you push, the harder it sticks. I got tired of fighting it several minutes every time I needed to plug something in, so it got returned. Otherwise I liked yet compactness and versatility especially the USB ports. Fix the flip door and I'll buy it again.",negative
"Audiosharp AS1127:<br /><br />These happen to be the most comfortable pair of earbuds I reviewed from Audiosharp, and I like the black cord more than the designs of their other headphones. Again, like all of the Audiosharp products I tested, I had no trouble finding tips that fit snugly in my ear.<br /><br />The headphones came in a small pouch much like the leather pouches beats includes with their headphones. The sound quality was pretty mediocre but matches or exceeds the quality of headphones with a similar price. Overall, these are a nice pair of headphones, that are sturdy enough to get the job done.",positive
"Should have paid attention to the other reviews.  Had this less than a month, and the CD player quit working.",negative
"I thought the receiver would be fine to use in my garage as I was aware of the humming noise people were complaining about.  The Bluetooth feature does not work.  The remote is cheap.  The default when you turn the unit on goes to FM and it's loud.  I like the amount of power going to the speakers but there's no in between on volume control, it's either too loud or too low.  I really tried to make this work but it's not for me.  Bottom line &#34;you get what you pay for&#34;.",negative
"This HMDX-HX-P470 portable speaker is a quite a bit smaller than I expected. It is about the size of a 5x7 picture and is only about an inch and a half thick.  It comes with a USB charge cable.  It lasts for 5 hours and works up to 30 feet away.  However for such a small package, the speaker really delivers on sound. It has excellent bass. This is perfect for a bedside speaker or for a desk.",positive
"The CD player never worked despite trying to clean it, which I should have never had to do since it was new!  Nice alarm clock, had the CD player worked.",negative
The old belt just fell apart - works well with new one,positive
"Sound quality-okay, not enough bass for a hip hop listener. Comfort-poor, cushions cheaply made, hurts behind ear, non adjustable, cannot lie down for bench press with out being uncomfortable. Stay in place - yes, fairly well. Looks/design- poor, sticks out and inch or 2 making you look like Frankenstein, feels cheap, non adjustable, and buttons are very hard to find. Overall- didn't like, especially for 50 dollars. Hoping to send back.",negative
Works well for the price. Cord outer shell is too brig for inner wires. Makes cord feel cheap,negative
Great speaker for the price.<br />It sounds way better than the 808 brand.,positive
"I already own one of these and loved it. I purchased this one and it didn't work. Called the company to get some help and were unable to get a hold of them. From what I understand, Coby is no longer in business.",positive
"i didnt purchase from anyonline online, 'twas a gift from a friend down teh street, but like most it does Wreck my wifi performance it drags my 25down/5 connection by 95%.  they sound great when using the optional &#34;Headphone&#34; Cable  and dont disrupt wifi that way but kinda makes the point of these things moot.",positive
"I'm not going to say I hate them, because maybe they just don't fit my ears. But when they're described as &#34;ergonomic&#34;, I guess I assumed they would fit in the ear a lot more comfortably. The actual hard part of the earbud seemed too big to fit in my ear, and the pads were very large. When I opened the package, the metal bit the connects the cord to the earbud was loose on one, and slid down the cord. I figured &#34;you get what you pay for&#34;, and maybe I just had to deal with sub-par earbuds if I wanted them to be inexpensive. But when I plugged them into my laptop to try them, the sound was horrible - like listening through a can on a string or something. The sounds was very muffled and tinny, and maybe it was because they didn't fit right, but I sent them back and got the Panasonic earbuds instead, which I am very happy with. I don't think I would recommend these to anyone.",positive
Sorry but in the process of returning the HDTV antenna. . Not usable in my area I can't catch any digital  channels. Also tried Clear HDTV antenna & still can&#34;t catch  any digital channels. Left to no choice but to get cable tv now. Live in rural area.,positive
"I don't hear anything out of one of the ear buds.  It's been like this since the second day I bought it but I thought maybe it was because I didn't plug the ear buds in right (somehow).  A couple of weeks later, only one ear bud plays music.<br />Still, the sound is quality and the ear buds are aesthetically pleasing",positive
"My sister got this for me as a Christmas present, at first I loved it, but now that I've had it for a few months the battery has completely gone to crap. At first I had to charge it every or every other day, which I could live with, but now it dies in a matter of minutes even after I've fully charged it. Super disappointing, don't waste your money.",positive
"Bought the first one a year ago and it worked as it should. However, I just ordered a new one and after about 3 weeks it looks as bad as the old bulb. Will have to return!!!",negative
These uave worked great for my factory job for abt 3 months before one headphone blewnout and then a month later thebother one. Wish they were more durable. They are definitely a sanity saver and I will likely replace them. Maybe the next pair will last longer.,positive
"This will be my second purchase of the UpBright AC/DC Adapter for my Maxwest tablet.  At first they work great, but after a few months of use the cable plug does not work properly. It is the same recurring problem.  I was very careful when plugging the tablet to charge. but again the charger part is getting loose and unless you hold it a certain way it will not charge.  This is not acceptable, but it is the only way to charge my tablet.",positive
Does what it needs to do and good price... just little bulky/larger than I expected but otherwise fine!,positive
"I bought this item to power a little O2 COOL portable fan I have that worked well on two D size batteries for years. It was still working well when I plugged it in to this piece of junk. I left it unattended for a half an hour and now my fan will only start running on two new D cell batteries, if I slap it against the palm of my hand a couple of times.<br />I'm hesitant to buy another &#34;better&#34; one for fear of a repeat performance.",positive
Pros:<br />Great sound<br />Easy navigation<br />Easily import track from iTunes via drag and drop<br />Excellent battery life<br /><br />Cons:<br />Will not import playlists as playlists<br />No bluetooth,positive
does exactly what I intended it to do. takes in anywhere from 5V-14.5V and outputs a Steady 5V. Works great.,positive
The product is great.... Just not for my teenage son who quickly lost it.,positive
"I mainly bought this to charge and refresh my rechargeable batteries.  I read the reviews and was sold on this product.  After receiving the unit everything about it rained premium.  The display and options are easy to understand and the unit does not get hot unlike others that I've had in the past.  The only downside is that sometimes some cells are not recognized.  After inserting the battery (AA) several times I get a NULL message.  I assume the battery is too drained or dead to pickup a charge and have tried every option to resurrect with no avail.  I throw these NULL batteries in a 15 year old charger and they charge right up, so unsure of what the deal is.  Overall the product is ok and has worked for the most part, my only con would be having to use multiple chargers...",negative
did not work. return shipping was mor than purchase price. replaced power cord with used one and radio worked. would not recommend this product. spend a few bucks more and get a sony or  other name brand.,negative
Update : I used these 3 times and the right ear stopped  working completely and the left one cuts out all the time.  Don't waste your time or money on this product.    I really like these headphones. They fit in my ear comfortably and don't fall out. The Bluetooth range on then is also pretty good. The sound quality in my opinion is also good. They only reason I'm not giving it 5 stars is because it cuts out sometimes while you are listening to music or whatever. It did this several times yesterday even with the phone less that a for away. Not sure if it is a flaw in all of them or if I just got a defective one. Everything else about them is great though.,negative
"Awkward with the power box. Difficult to access the power box (for lack of a better term) to plug in as required for daily use. The headband is comfortable. I would suggest the company use Velcro to secure the box inside the headband, with an easy to access flap so that t can be plugged in easily. It should have more than one days' use on a charge. It doesn't. I actually prefer the one with the cord... But that one broke. I'm still waiting to get. New one back. The customer service is good... This item still needs a little tweaking to be a perfect item, but I like it. I wishe they would take my input and update their third version.",positive
"It is easy to set up and the software seems to be stable, but the overly complicated to operate and the buttons and small touch screen are all in the wrong place, its shape does not fit your hand and it is overpriced for what you get.  You would never believe that this remote was made by the producer of the Harmony One.",positive
I used this battery to replace the dead one in my wife's Altec Lansing bluetooth speaker.  It did the trick and now she can charge it and forget it.  I only gave it 4 stars to to the high price.  Look up you speaker model online and find the proper battery number.,positive
"The box doesn't work.  It came with no instructions, but I was able to validate that I was setting it up correctly via a YouTube video, and it isn't converting a clean image to the TV.",negative
Daily heavy use for 100W Eleaf & 150W Sigelei box mods.  Highly recommend.,negative
Product works perfectly as advertised and is much cheaper on this link than several other links floating around on Amazon. Cord is pretty long too which is good.,positive
Did not work.  Returned it.  Was more impressed with the ease of returning it than I was of the product itself.,negative
"Nicely made product, no problem there, but it just didn't work.  I have two major TV markets, one to the east another to the west and each about 25 miles away and it would not pick up a single station.",negative
"Look and feels very weak and flimsy. After many months, the cable doesn't want to retract all the way inside the &#34;case&#34;. Despite this, it still works and I'm happy with it.",positive
Works great on Reception TV! My IT guy installed in no time flat-easy breezy.,positive
"getting great usage out this product ,lots of charges for my smart phone for one charge on the APC",positive
These don't seem to last as long as the Panasonics.  I'm switching back to them as these wear out.  Not happy with short life.,positive
